Title,Keyword,Search Type,Product Type,Mean,Median,Mode,Mode Freq,Std Dev,Max,Min,Percentile25,Percentile75
Amount Discounted,citrine,Organic,Past Month Sales Volume,2.25,2.0,2.0,4.0,0.75,3.49,1.0,2.0,2.87
Percent Discounted,citrine,Organic,Past Month Sales Volume,0.14,0.12,0.09,2.0,0.06,0.29,0.07,0.09,0.16
Revenue,citrine,Organic,Prime,11463.05,1337.46,29.97,6.0,44754.39,995910.96,3.99,279.95,6717.12
Price,citrine,Organic,Prime,39.91,19.99,9.99,76.0,64.22,949.0,2.99,13.99,39.99
Rating,citrine,Organic,Prime,4.19,4.4,4.5,211.0,0.96,5.0,0.0,4.2,4.6
Reviews Count,citrine,Organic,Prime,466.21,50.0,1.0,67.0,1426.99,24904.0,1.0,10.0,272.75
Amount Discounted,citrine,Organic,Prime,8.4,2.85,2.0,15.0,28.16,250.75,0.5,1.88,6.0
Percent Discounted,citrine,Organic,Prime,0.16,0.13,0.1,11.0,0.11,0.7,0.05,0.1,0.2
Revenue,citrine,Paid,All,13231.11,932.4,932.4,2.0,34534.09,208747.8,44.97,205.0,9533.28
Price,citrine,Paid,All,37.82,16.98,12.95,3.0,37.46,166.27,7.97,12.95,58.73
Rating,citrine,Paid,All,4.38,4.5,5.0,9.0,0.79,5.0,0.0,4.22,4.68
Reviews Count,citrine,Paid,All,717.88,40.5,1.0,3.0,1448.88,5389.0,1.0,5.0,286.0
Amount Discounted,citrine,Paid,All,2.0,2.0,2.0,3.0,0.0,2.0,2.0,2.0,2.0
Percent Discounted,citrine,Paid,All,0.12,0.12,0.12,2.0,0.01,0.13,0.12,0.12,0.12
Revenue,citrine,Paid,Best Seller,,,,,,,,,
Price,citrine,Paid,Best Seller,,,,,,,,,
Rating,citrine,Paid,Best Seller,,,,,,,,,
Reviews Count,citrine,Paid,Best Seller,,,,,,,,,
Amount Discounted,citrine,Paid,Best Seller,,,,,,,,,
Percent Discounted,citrine,Paid,Best Seller,,,,,,,,,
Revenue,citrine,Paid,Past Month Sales Volume,33732.85,4242.17,191.88,1.0,67424.68,208747.8,191.88,932.4,30470.22
Price,citrine,Paid,Past Month Sales Volume,17.37,14.49,12.99,2.0,8.64,39.99,12.95,12.99,15.99
Rating,citrine,Paid,Past Month Sales Volume,4.42,4.4,4.4,2.0,0.25,4.9,4.0,4.3,4.5
Reviews Count,citrine,Paid,Past Month Sales Volume,1336.56,283.0,12.0,1.0,1869.12,5220.0,12.0,72.0,2178.0
Amount Discounted,citrine,Paid,Past Month Sales Volume,2.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0
Percent Discounted,citrine,Paid,Past Month Sales Volume,0.12,0.12,0.12,1.0,0.01,0.13,0.12,0.12,0.13
Revenue,citrine,Paid,Prime,13881.56,1112.12,932.4,2.0,35279.59,208747.8,44.97,215.1,11249.66
Price,citrine,Paid,Prime,36.06,15.49,12.95,3.0,37.52,166.27,7.97,12.95,54.72
Rating,citrine,Paid,Prime,4.35,4.5,4.5,8.0,0.8,5.0,0.0,4.2,4.6
Reviews Count,citrine,Paid,Prime,753.62,58.0,1.0,3.0,1476.28,5389.0,1.0,8.0,307.75
Amount Discounted,citrine,Paid,Prime,2.0,2.0,2.0,3.0,0.0,2.0,2.0,2.0,2.0
Percent Discounted,citrine,Paid,Prime,0.12,0.12,0.12,2.0,0.01,0.13,0.12,0.12,0.12
Revenue,rose quartz,Organic,All,9764.31,1022.69,79.96,7.0,42807.58,995910.96,3.92,176.0,5589.71
Price,rose quartz,Organic,All,22.38,15.5,9.99,141.0,24.95,395.0,2.95,9.99,24.99
Rating,rose quartz,Organic,All,4.15,4.4,4.5,253.0,1.03,5.0,0.0,4.1,4.6
Reviews Count,rose quartz,Organic,All,576.88,55.0,1.0,70.0,2096.64,51393.0,1.0,9.0,349.0
Amount Discounted,rose quartz,Organic,All,4.28,2.89,1.0,31.0,5.08,30.96,0.44,1.0,5.01
Percent Discounted,rose quartz,Organic,All,0.19,0.15,0.05,11.0,0.14,0.77,0.05,0.1,0.25
Revenue,rose quartz,Organic,Best Seller,19516.8,3956.04,443.63,1.0,41444.35,129146.28,443.63,2348.08,12067.92
Price,rose quartz,Organic,Best Seller,9.08,9.49,9.99,3.0,1.89,11.99,5.99,8.99,9.99
Rating,rose quartz,Organic,Best Seller,4.49,4.5,4.5,3.0,0.14,4.7,4.3,4.4,4.6
Reviews Count,rose quartz,Organic,Best Seller,2843.67,396.0,392.0,2.0,6656.65,20532.0,37.0,392.0,1208.0
Amount Discounted,rose quartz,Organic,Best Seller,3.7,3.7,3.7,1.0,,3.7,3.7,3.7,3.7
Percent Discounted,rose quartz,Organic,Best Seller,0.37,0.37,0.37,1.0,,0.37,0.37,0.37,0.37
Revenue,rose quartz,Organic,Past Month Sales Volume,50740.96,7800.98,14.99,1.0,132058.4,995910.96,14.99,2606.23,38406.08
Price,rose quartz,Organic,Past Month Sales Volume,15.67,11.98,9.99,20.0,11.6,62.3,5.48,8.99,15.66
Rating,rose quartz,Organic,Past Month Sales Volume,4.47,4.5,4.6,40.0,0.19,5.0,3.8,4.4,4.6
Reviews Count,rose quartz,Organic,Past Month Sales Volume,3015.98,662.0,283.0,3.0,6134.3,51393.0,1.0,225.25,3392.75
Amount Discounted,rose quartz,Organic,Past Month Sales Volume,5.1,3.35,1.0,5.0,5.58,26.7,1.0,1.98,6.03
Percent Discounted,rose quartz,Organic,Past Month Sales Volume,0.21,0.2,0.13,2.0,0.1,0.4,0.05,0.13,0.28
Revenue,rose quartz,Organic,Prime,10561.71,1270.45,14.99,6.0,45360.09,995910.96,3.92,207.87,6007.4
Price,rose quartz,Organic,Prime,20.95,14.99,9.99,135.0,24.26,395.0,2.99,9.99,21.99
Rating,rose quartz,Organic,Prime,4.2,4.4,4.5,239.0,0.93,5.0,0.0,4.2,4.6
Reviews Count,rose quartz,Organic,Prime,634.15,73.0,2.0,53.0,2221.92,51393.0,1.0,12.0,385.5
Amount Discounted,rose quartz,Organic,Prime,4.15,2.04,1.0,30.0,5.01,30.96,0.44,1.0,5.0
Percent Discounted,rose quartz,Organic,Prime,0.19,0.14,0.05,11.0,0.14,0.77,0.05,0.1,0.25
Revenue,rose quartz,Paid,All,8122.16,1774.84,2477.19,2.0,19923.26,84828.33,41.38,363.4,4220.13
Price,rose quartz,Paid,All,27.38,22.84,14.99,2.0,17.86,79.99,9.98,15.72,31.24
Rating,rose quartz,Paid,All,4.46,4.45,4.1,3.0,0.36,5.0,3.9,4.12,4.75
Reviews Count,rose quartz,Paid,All,397.83,56.0,4.0,2.0,1044.87,4467.0,2.0,17.5,236.0
Amount Discounted,rose quartz,Paid,All,8.52,8.6,14.9,2.0,7.36,14.9,2.0,2.22,14.9
Percent Discounted,rose quartz,Paid,All,0.2,0.21,0.3,2.0,0.11,0.3,0.1,0.12,0.3
Revenue,rose quartz,Paid,Best Seller,,,,,,,,,
Price,rose quartz,Paid,Best Seller,,,,,,,,,
Rating,rose quartz,Paid,Best Seller,,,,,,,,,
Reviews Count,rose quartz,Paid,Best Seller,,,,,,,,,
Amount Discounted,rose quartz,Paid,Best Seller,,,,,,,,,
Percent Discounted,rose quartz,Paid,Best Seller,,,,,,,,,
Revenue,rose quartz,Paid,Past Month Sales Volume,,,,,,,,,
Price,rose quartz,Paid,Past Month Sales Volume,,,,,,,,,
Rating,rose quartz,Paid,Past Month Sales Volume,,,,,,,,,
Reviews Count,rose quartz,Paid,Past Month Sales Volume,,,,,,,,,
Amount Discounted,rose quartz,Paid,Past Month Sales Volume,,,,,,,,,
Percent Discounted,rose quartz,Paid,Past Month Sales Volume,,,,,,,,,
Revenue,rose quartz,Paid,Prime,8593.84,2425.14,2477.19,2.0,20432.57,84828.33,41.38,493.74,4242.17
Price,rose quartz,Paid,Prime,27.46,20.69,14.99,2.0,18.41,79.99,9.98,14.99,31.99
Rating,rose quartz,Paid,Prime,4.43,4.4,4.1,3.0,0.34,5.0,3.9,4.1,4.6
Reviews Count,rose quartz,Paid,Prime,421.0,67.0,71.0,2.0,1072.25,4467.0,2.0,19.0,243.0
Amount Discounted,rose quartz,Paid,Prime,8.52,8.6,14.9,2.0,7.36,14.9,2.0,2.22,14.9
Percent Discounted,rose quartz,Paid,Prime,0.2,0.21,0.3,2.0,0.11,0.3,0.1,0.12,0.3
Revenue,tourmaline,Organic,All,7506.02,703.68,19.99,8.0,32791.9,995910.96,3.0,135.96,3678.4
Price,tourmaline,Organic,All,30.79,20.99,9.99,93.0,34.51,508.0,1.0,13.99,35.49
Rating,tourmaline,Organic,All,4.02,4.4,4.5,196.0,1.23,5.0,0.0,4.0,4.6
Reviews Count,tourmaline,Organic,All,343.46,27.0,1.0,120.0,1152.38,24904.0,1.0,5.0,179.0
Amount Discounted,tourmaline,Organic,All,5.75,3.17,1.0,18.0,6.87,33.0,0.5,1.3,6.0
Percent Discounted,tourmaline,Organic,All,0.18,0.15,0.1,13.0,0.12,0.5,0.05,0.1,0.24
Revenue,tourmaline,Organic,Best Seller,6141.73,4896.08,3468.33,1.0,3268.08,12067.92,3468.33,3946.05,6695.6
Price,tourmaline,Organic,Best Seller,11.43,10.99,9.99,4.0,1.59,13.49,9.99,9.99,12.99
Rating,tourmaline,Organic,Best Seller,4.41,4.35,4.3,3.0,0.17,4.7,4.2,4.3,4.53
Reviews Count,tourmaline,Organic,Best Seller,546.12,394.0,392.0,3.0,308.0,1208.0,267.0,392.0,602.0
Amount Discounted,tourmaline,Organic,Best Seller,6.0,6.0,6.0,1.0,,6.0,6.0,6.0,6.0
Percent Discounted,tourmaline,Organic,Best Seller,0.32,0.32,0.32,1.0,,0.32,0.32,0.32,0.32
Revenue,tourmaline,Organic,Past Month Sales Volume,25870.13,9650.34,1822.48,2.0,41391.71,232066.35,34.9,2581.28,36133.65
Price,tourmaline,Organic,Past Month Sales Volume,15.24,12.99,9.99,18.0,7.24,39.99,4.19,9.99,18.99
Rating,tourmaline,Organic,Past Month Sales Volume,4.38,4.5,4.5,25.0,0.52,5.0,0.0,4.3,4.6
Reviews Count,tourmaline,Organic,Past Month Sales Volume,1657.72,670.0,392.0,3.0,2434.84,17865.0,2.0,192.5,2102.5
Amount Discounted,tourmaline,Organic,Past Month Sales Volume,4.04,5.0,5.0,4.0,2.83,10.0,0.5,1.0,5.75
Percent Discounted,tourmaline,Organic,Past Month Sales Volume,0.19,0.18,0.06,2.0,0.1,0.33,0.06,0.13,0.25
Revenue,tourmaline,Organic,Prime,8531.53,989.82,19.99,6.0,34853.67,995910.96,5.55,189.96,4517.74
Price,tourmaline,Organic,Prime,29.4,19.99,9.99,88.0,33.82,508.0,2.99,12.99,33.0
Rating,tourmaline,Organic,Prime,4.16,4.4,4.5,185.0,1.0,5.0,0.0,4.1,4.6
Reviews Count,tourmaline,Organic,Prime,400.89,44.0,2.0,63.0,1248.2,24904.0,1.0,8.0,237.0
Amount Discounted,tourmaline,Organic,Prime,5.81,3.33,1.0,17.0,6.95,33.0,0.5,1.3,6.0
Percent Discounted,tourmaline,Organic,Prime,0.18,0.15,0.1,13.0,0.12,0.5,0.05,0.1,0.24
Revenue,tourmaline,Paid,All,12276.23,171.97,59.18,1.0,26184.34,78152.34,59.18,110.94,2310.65
Price,tourmaline,Paid,All,44.5,29.79,9.98,1.0,48.98,179.0,9.98,24.36,41.96
Rating,tourmaline,Paid,All,4.07,4.55,5.0,3.0,1.54,5.0,0.0,4.43,4.92
Reviews Count,tourmaline,Paid,All,472.8,6.5,2.0,3.0,998.07,3066.0,1.0,2.0,202.75
Amount Discounted,tourmaline,Paid,All,,,,,,,,,
Percent Discounted,tourmaline,Paid,All,,,,,,,,,
Revenue,tourmaline,Paid,Best Seller,,,,,,,,,
Price,tourmaline,Paid,Best Seller,,,,,,,,,
Rating,tourmaline,Paid,Best Seller,,,,,,,,,
Reviews Count,tourmaline,Paid,Best Seller,,,,,,,,,
Amount Discounted,tourmaline,Paid,Best Seller,,,,,,,,,
Percent Discounted,tourmaline,Paid,Best Seller,,,,,,,,,
Revenue,tourmaline,Paid,Past Month Sales Volume,164.95,164.95,164.95,1.0,,164.95,164.95,164.95,164.95
Price,tourmaline,Paid,Past Month Sales Volume,32.99,32.99,32.99,1.0,,32.99,32.99,32.99,32.99
Rating,tourmaline,Paid,Past Month Sales Volume,4.7,4.7,4.7,1.0,,4.7,4.7,4.7,4.7
Reviews Count,tourmaline,Paid,Past Month Sales Volume,5.0,5.0,5.0,1.0,,5.0,5.0,5.0,5.0
Amount Discounted,tourmaline,Paid,Past Month Sales Volume,,,,,,,,,
Percent Discounted,tourmaline,Paid,Past Month Sales Volume,,,,,,,,,
Revenue,tourmaline,Paid,Prime,15311.68,1066.07,59.18,1.0,28789.92,78152.34,59.18,116.88,11693.06
Price,tourmaline,Paid,Prime,27.62,27.54,9.98,1.0,13.21,53.99,9.98,21.74,30.74
Rating,tourmaline,Paid,Prime,4.46,4.55,4.5,2.0,0.63,5.0,3.0,4.47,4.78
Reviews Count,tourmaline,Paid,Prime,590.62,45.0,2.0,2.0,1096.1,3066.0,2.0,4.25,511.5
Amount Discounted,tourmaline,Paid,Prime,,,,,,,,,
Percent Discounted,tourmaline,Paid,Prime,,,,,,,,,
Revenue,blue lace agate,Organic,All,6989.63,554.23,49.98,11.0,16661.73,191147.55,7.25,108.42,4703.86
Price,blue lace agate,Organic,All,25.3,19.95,9.99,79.0,23.71,285.0,3.33,12.52,29.99
Rating,blue lace agate,Organic,All,3.61,4.4,0.0,169.0,1.69,5.0,0.0,3.8,4.5
Reviews Count,blue lace agate,Organic,All,447.42,27.0,1.0,101.0,1104.64,13774.0,1.0,4.0,282.5
Amount Discounted,blue lace agate,Organic,All,3.66,2.2,2.0,9.0,3.28,15.0,0.5,1.63,4.8
Percent Discounted,blue lace agate,Organic,All,0.18,0.13,0.12,6.0,0.13,0.5,0.05,0.08,0.24
Revenue,blue lace agate,Organic,Best Seller,10528.34,11872.56,2796.0,1.0,5444.26,15572.21,2796.0,9456.91,12943.99
Price,blue lace agate,Organic,Best Seller,12.99,12.49,6.99,1.0,5.72,19.99,6.99,9.24,16.24
Rating,blue lace agate,Organic,Best Seller,4.4,4.4,4.4,2.0,0.08,4.5,4.3,4.38,4.43
Reviews Count,blue lace agate,Organic,Best Seller,791.5,779.0,779.0,2.0,330.18,1208.0,400.0,684.25,886.25
Amount Discounted,blue lace agate,Organic,Best Seller,,,,,,,,,
Percent Discounted,blue lace agate,Organic,Best Seller,,,,,,,,,
Revenue,blue lace agate,Organic,Past Month Sales Volume,23850.68,7374.43,129.9,1.0,33966.44,191147.55,129.9,2783.9,37086.92
Price,blue lace agate,Organic,Past Month Sales Volume,15.16,13.98,9.99,13.0,6.61,34.99,5.32,9.99,16.99
Rating,blue lace agate,Organic,Past Month Sales Volume,4.37,4.5,4.6,18.0,0.58,4.8,0.0,4.3,4.6
Reviews Count,blue lace agate,Organic,Past Month Sales Volume,1470.33,649.0,127.0,2.0,1803.12,7270.0,10.0,230.25,2066.75
Amount Discounted,blue lace agate,Organic,Past Month Sales Volume,2.08,2.0,2.0,4.0,1.6,6.4,0.5,1.0,2.0
Percent Discounted,blue lace agate,Organic,Past Month Sales Volume,0.12,0.09,0.07,3.0,0.07,0.24,0.05,0.07,0.14
Revenue,blue lace agate,Organic,Prime,8903.66,1420.52,4590.0,4.0,18642.38,191147.55,7.25,226.86,8940.35
Price,blue lace agate,Organic,Prime,21.79,16.49,9.99,69.0,20.41,249.99,3.33,11.02,24.99
Rating,blue lace agate,Organic,Prime,4.11,4.4,4.5,137.0,1.07,5.0,0.0,4.1,4.6
Reviews Count,blue lace agate,Organic,Prime,589.63,83.0,2.0,32.0,1256.32,13774.0,1.0,12.0,476.5
Amount Discounted,blue lace agate,Organic,Prime,3.78,2.0,2.0,9.0,3.48,15.0,0.5,1.58,5.02
Percent Discounted,blue lace agate,Organic,Prime,0.17,0.12,0.12,6.0,0.13,0.5,0.05,0.08,0.23
Revenue,blue lace agate,Paid,All,2953.19,344.77,35.99,1.0,6449.85,19901.52,35.99,155.96,1229.59
Price,blue lace agate,Paid,All,31.66,34.99,9.99,1.0,15.2,58.99,9.99,18.99,38.99
Rating,blue lace agate,Paid,All,4.17,4.2,3.4,1.0,0.44,4.8,3.4,3.9,4.5
Reviews Count,blue lace agate,Paid,All,136.11,23.0,1.0,1.0,342.49,1048.0,1.0,6.0,41.0
Amount Discounted,blue lace agate,Paid,All,,,,,,,,,
Percent Discounted,blue lace agate,Paid,All,,,,,,,,,
Revenue,blue lace agate,Paid,Best Seller,,,,,,,,,
Price,blue lace agate,Paid,Best Seller,,,,,,,,,
Rating,blue lace agate,Paid,Best Seller,,,,,,,,,
Reviews Count,blue lace agate,Paid,Best Seller,,,,,,,,,
Amount Discounted,blue lace agate,Paid,Best Seller,,,,,,,,,
Percent Discounted,blue lace agate,Paid,Best Seller,,,,,,,,,
Revenue,blue lace agate,Paid,Past Month Sales Volume,19901.52,19901.52,19901.52,1.0,,19901.52,19901.52,19901.52,19901.52
Price,blue lace agate,Paid,Past Month Sales Volume,18.99,18.99,18.99,1.0,,18.99,18.99,18.99,18.99
Rating,blue lace agate,Paid,Past Month Sales Volume,4.6,4.6,4.6,1.0,,4.6,4.6,4.6,4.6
Reviews Count,blue lace agate,Paid,Past Month Sales Volume,1048.0,1048.0,1048.0,1.0,,1048.0,1048.0,1048.0,1048.0
Amount Discounted,blue lace agate,Paid,Past Month Sales Volume,,,,,,,,,
Percent Discounted,blue lace agate,Paid,Past Month Sales Volume,,,,,,,,,
Revenue,blue lace agate,Paid,Prime,3769.54,979.72,139.86,1.0,7208.85,19901.52,139.86,298.36,2384.5
Price,blue lace agate,Paid,Prime,29.99,29.99,9.99,1.0,17.11,58.99,9.99,16.99,38.49
Rating,blue lace agate,Paid,Prime,4.23,4.3,3.4,1.0,0.49,4.8,3.4,4.0,4.55
Reviews Count,blue lace agate,Paid,Prime,174.29,28.0,6.0,1.0,385.68,1048.0,6.0,18.5,50.5
Amount Discounted,blue lace agate,Paid,Prime,,,,,,,,,
Percent Discounted,blue lace agate,Paid,Prime,,,,,,,,,
Revenue,sunstone,Organic,All,7572.7,459.25,18.45,20.0,34021.39,865095.0,5.29,99.98,2851.44
Price,sunstone,Organic,All,26.12,19.99,9.99,58.0,22.37,338.0,2.99,13.99,34.99
Rating,sunstone,Organic,All,3.64,4.3,0.0,175.0,1.64,5.0,0.0,3.8,4.6
Reviews Count,sunstone,Organic,All,402.44,17.0,1.0,123.0,1435.92,21011.0,1.0,4.0,164.0
Amount Discounted,sunstone,Organic,All,4.51,2.49,1.0,13.0,6.18,34.96,0.7,1.02,5.0
Percent Discounted,sunstone,Organic,All,0.23,0.17,0.09,5.0,0.19,0.9,0.05,0.1,0.3
Revenue,sunstone,Organic,Best Seller,11456.77,6193.8,369.63,1.0,11402.93,27257.21,369.63,3996.0,19467.21
Price,sunstone,Organic,Best Seller,17.99,9.99,9.99,3.0,11.51,34.99,9.99,9.99,24.99
Rating,sunstone,Organic,Best Seller,4.36,4.4,4.4,2.0,0.18,4.6,4.1,4.3,4.4
Reviews Count,sunstone,Organic,Best Seller,523.0,620.0,779.0,2.0,312.97,779.0,37.0,400.0,779.0
Amount Discounted,sunstone,Organic,Best Seller,2.5,2.5,2.0,1.0,0.71,3.0,2.0,2.25,2.75
Percent Discounted,sunstone,Organic,Best Seller,0.2,0.2,0.17,1.0,0.04,0.23,0.17,0.18,0.22
Revenue,sunstone,Organic,Past Month Sales Volume,46033.18,13461.75,161.82,1.0,112792.87,865095.0,161.82,2287.71,44565.27
Price,sunstone,Organic,Past Month Sales Volume,17.44,14.49,9.99,9.0,9.45,55.0,5.99,11.99,19.99
Rating,sunstone,Organic,Past Month Sales Volume,4.43,4.5,4.5,18.0,0.2,4.8,3.6,4.3,4.6
Reviews Count,sunstone,Organic,Past Month Sales Volume,2278.23,940.0,1291.0,2.0,3755.23,21011.0,14.0,185.0,2973.0
Amount Discounted,sunstone,Organic,Past Month Sales Volume,2.94,2.0,1.0,4.0,3.44,14.01,1.0,1.12,2.75
Percent Discounted,sunstone,Organic,Past Month Sales Volume,0.15,0.12,0.09,3.0,0.11,0.5,0.05,0.09,0.16
Revenue,sunstone,Organic,Prime,11164.09,1120.03,39.98,4.0,43322.74,865095.0,5.29,169.85,5945.46
Price,sunstone,Organic,Prime,20.61,15.99,9.99,52.0,22.87,338.0,2.99,10.99,22.87
Rating,sunstone,Organic,Prime,4.04,4.4,4.5,107.0,1.19,5.0,0.0,4.1,4.6
Reviews Count,sunstone,Organic,Prime,613.18,67.0,2.0,36.0,1795.11,21011.0,1.0,10.0,376.75
Amount Discounted,sunstone,Organic,Prime,3.36,2.0,1.0,13.0,3.68,25.0,0.7,1.0,4.85
Percent Discounted,sunstone,Organic,Prime,0.2,0.14,0.09,5.0,0.15,0.71,0.05,0.09,0.25
Revenue,sunstone,Paid,All,9328.14,1074.69,99.98,2.0,17445.89,102092.4,6.98,196.66,11263.95
Price,sunstone,Paid,All,25.95,16.47,13.99,7.0,29.88,199.0,3.99,11.99,23.25
Rating,sunstone,Paid,All,4.41,4.5,4.5,26.0,0.35,5.0,3.0,4.28,4.6
Reviews Count,sunstone,Paid,All,593.54,59.5,2.0,8.0,1145.3,4890.0,1.0,10.5,399.0
Amount Discounted,sunstone,Paid,All,2.76,3.0,0.75,1.0,1.7,5.0,0.75,1.37,3.75
Percent Discounted,sunstone,Paid,All,0.16,0.16,0.05,2.0,0.11,0.29,0.05,0.06,0.24
Revenue,sunstone,Paid,Best Seller,,,,,,,,,
Price,sunstone,Paid,Best Seller,,,,,,,,,
Rating,sunstone,Paid,Best Seller,,,,,,,,,
Reviews Count,sunstone,Paid,Best Seller,,,,,,,,,
Amount Discounted,sunstone,Paid,Best Seller,,,,,,,,,
Percent Discounted,sunstone,Paid,Best Seller,,,,,,,,,
Revenue,sunstone,Paid,Past Month Sales Volume,5361.82,2905.29,2428.38,1.0,5900.76,15910.05,2428.38,2599.48,2965.88
Price,sunstone,Paid,Past Month Sales Volume,32.39,15.99,13.99,1.0,37.8,99.98,13.99,14.99,16.99
Rating,sunstone,Paid,Past Month Sales Volume,4.36,4.4,4.1,1.0,0.21,4.6,4.1,4.2,4.5
Reviews Count,sunstone,Paid,Past Month Sales Volume,313.2,171.0,26.0,1.0,387.51,995.0,26.0,162.0,212.0
Amount Discounted,sunstone,Paid,Past Month Sales Volume,,,,,,,,,
Percent Discounted,sunstone,Paid,Past Month Sales Volume,,,,,,,,,
Revenue,sunstone,Paid,Prime,9495.27,1175.76,99.98,2.0,17701.32,102092.4,6.98,204.85,11263.95
Price,sunstone,Paid,Prime,24.32,15.99,13.99,7.0,24.42,139.95,3.99,11.99,20.99
Rating,sunstone,Paid,Prime,4.4,4.5,4.5,26.0,0.35,5.0,3.0,4.28,4.6
Reviews Count,sunstone,Paid,Prime,609.47,65.0,2.0,7.0,1164.78,4890.0,1.0,11.75,399.0
Amount Discounted,sunstone,Paid,Prime,2.76,3.0,0.75,1.0,1.7,5.0,0.75,1.37,3.75
Percent Discounted,sunstone,Paid,Prime,0.16,0.16,0.05,2.0,0.11,0.29,0.05,0.06,0.24
Revenue,clear quartz,Organic,All,9220.06,923.34,84.95,5.0,41783.9,995910.96,1.77,144.0,5664.91
Price,clear quartz,Organic,All,21.5,15.88,9.99,115.0,24.57,425.0,1.77,11.5,22.99
Rating,clear quartz,Organic,All,4.01,4.4,4.5,214.0,1.22,5.0,0.0,4.1,4.5
Reviews Count,clear quartz,Organic,All,510.25,56.0,1.0,70.0,1431.06,24904.0,1.0,8.0,379.0
Amount Discounted,clear quartz,Organic,All,2.92,2.0,1.0,24.0,3.05,24.98,0.5,1.0,4.0
Percent Discounted,clear quartz,Organic,All,0.18,0.13,0.1,18.0,0.12,0.5,0.05,0.1,0.24
Revenue,clear quartz,Organic,Best Seller,13080.17,3132.08,221.63,1.0,24820.22,73492.65,221.63,1342.88,10898.51
Price,clear quartz,Organic,Best Seller,12.05,10.99,5.99,2.0,6.61,26.95,5.99,8.99,12.36
Rating,clear quartz,Organic,Best Seller,4.42,4.45,4.6,3.0,0.18,4.6,4.1,4.3,4.6
Reviews Count,clear quartz,Organic,Best Seller,713.62,392.0,37.0,2.0,906.91,2727.0,37.0,112.0,886.25
Amount Discounted,clear quartz,Organic,Best Seller,,,,,,,,,
Percent Discounted,clear quartz,Organic,Best Seller,,,,,,,,,
Revenue,clear quartz,Organic,Past Month Sales Volume,41939.41,9590.36,12067.92,2.0,138033.38,995910.96,107.34,2544.01,33467.85
Price,clear quartz,Organic,Past Month Sales Volume,15.2,12.99,9.99,12.0,8.51,55.0,5.48,9.99,17.86
Rating,clear quartz,Organic,Past Month Sales Volume,4.43,4.5,4.5,22.0,0.2,5.0,3.8,4.3,4.6
Reviews Count,clear quartz,Organic,Past Month Sales Volume,1867.64,714.5,33.0,3.0,3425.17,24904.0,6.0,267.0,2147.5
Amount Discounted,clear quartz,Organic,Past Month Sales Volume,2.08,2.0,1.0,4.0,1.12,4.0,0.99,1.0,3.0
Percent Discounted,clear quartz,Organic,Past Month Sales Volume,0.14,0.13,0.13,4.0,0.07,0.29,0.06,0.09,0.15
Revenue,clear quartz,Organic,Prime,9985.57,1240.35,84.95,5.0,44646.87,995910.96,3.92,189.9,6560.64
Price,clear quartz,Organic,Prime,19.22,14.99,9.99,113.0,22.24,425.0,3.49,9.99,19.99
Rating,clear quartz,Organic,Prime,4.09,4.4,4.5,205.0,1.1,5.0,0.0,4.1,4.5
Reviews Count,clear quartz,Organic,Prime,575.45,73.0,2.0,50.0,1529.99,24904.0,1.0,12.0,430.5
Amount Discounted,clear quartz,Organic,Prime,2.63,2.0,1.0,24.0,1.96,14.0,0.5,1.0,4.0
Percent Discounted,clear quartz,Organic,Prime,0.18,0.13,0.1,17.0,0.13,0.5,0.05,0.1,0.23
Revenue,clear quartz,Paid,All,22499.34,2905.29,19.0,1.0,42111.64,124255.62,19.0,756.2,18959.34
Price,clear quartz,Paid,All,15.09,14.97,7.49,1.0,6.58,28.96,7.49,9.75,16.97
Rating,clear quartz,Paid,All,4.51,4.5,4.5,6.0,0.23,5.0,4.1,4.4,4.55
Reviews Count,clear quartz,Paid,All,1670.53,171.0,2.0,1.0,3282.17,12438.0,2.0,62.0,1978.5
Amount Discounted,clear quartz,Paid,All,3.68,3.0,1.24,1.0,2.8,7.5,1.24,1.81,4.88
Percent Discounted,clear quartz,Paid,All,0.24,0.2,0.07,1.0,0.19,0.5,0.07,0.11,0.34
Revenue,clear quartz,Paid,Best Seller,,,,,,,,,
Price,clear quartz,Paid,Best Seller,,,,,,,,,
Rating,clear quartz,Paid,Best Seller,,,,,,,,,
Reviews Count,clear quartz,Paid,Best Seller,,,,,,,,,
Amount Discounted,clear quartz,Paid,Best Seller,,,,,,,,,
Percent Discounted,clear quartz,Paid,Best Seller,,,,,,,,,
Revenue,clear quartz,Paid,Past Month Sales Volume,36952.86,25278.75,1072.95,1.0,49778.84,122471.84,1072.95,2905.29,33035.45
Price,clear quartz,Paid,Past Month Sales Volume,16.39,15.55,7.49,1.0,7.91,28.96,7.49,12.95,16.99
Rating,clear quartz,Paid,Past Month Sales Volume,4.44,4.5,4.5,3.0,0.19,4.6,4.1,4.5,4.5
Reviews Count,clear quartz,Paid,Past Month Sales Volume,2079.0,2551.0,69.0,1.0,1884.51,4229.0,69.0,171.0,3375.0
Amount Discounted,clear quartz,Paid,Past Month Sales Volume,4.37,4.37,1.24,1.0,4.43,7.5,1.24,2.8,5.94
Percent Discounted,clear quartz,Paid,Past Month Sales Volume,0.29,0.29,0.07,1.0,0.3,0.5,0.07,0.18,0.39
